pH,N,P,K,Rainfall,crop
5.1,64.5,3.0,303.0,1302.9,Rice
5.7,152.4,4.4,299.7,1302.9,Rice
6.9,129.2,5.4,297.2,1302.9,Rice
5.4,117.3,2.4,273.9,1302.9,Rice
6.3,151.6,11.2,296.7,1302.9,Rice
5.9,52.4,12.7,286.0,1302.9,Rice
5.5,135.0,3.2,276.4,1302.9,Rice
6.8,118.6,9.9,307.6,1302.9,Rice
6.6,45.7,11.9,275.5,1302.9,Rice
5.9,50.5,8.3,292.4,1302.9,Rice
6.9,228.5,8.9,297.9,1302.9,Rice
6.4,213.3,6.8,288.4,1302.9,Rice
5.5,228.0,5.9,311.9,1302.9,Rice
6.9,190.6,10.0,297.4,1302.9,Rice
5.3,107.5,3.2,299.8,1302.9,Rice
6.0,223.6,9.2,312.5,1302.9,Rice
7.0,120.4,4.0,294.2,1302.9,Rice
6.3,163.1,8.2,271.9,1302.9,Rice
5.2,153.5,7.9,300.4,1302.9,Rice
5.7,135.1,8.6,290.4,1302.9,Rice
6.6,234.9,7.8,278.3,1302.9,Rice
6.3,161.1,2.6,292.8,1302.9,Rice
6.5,143.4,6.6,294.0,1302.9,Rice
5.8,126.1,2.3,303.2,1302.9,Rice
6.5,223.4,5.7,294.6,1302.9,Rice
6.1,72.9,11.9,289.1,1302.9,Rice
6.0,132.1,9.2,309.8,1302.9,Rice
5.3,221.5,3.5,315.2,1302.9,Rice
5.4,92.7,6.7,302.0,1302.9,Rice
6.6,166.7,11.4,288.4,1302.9,Rice
5.5,108.4,7.3,277.7,1302.9,Rice
5.2,126.6,7.3,316.1,1302.9,Rice
5.4,41.8,9.6,276.6,1302.9,Rice
6.7,214.8,5.0,295.6,1302.9,Rice
6.1,205.5,6.2,275.7,1302.9,Rice
6.8,149.7,8.4,291.5,1302.9,Rice
6.9,126.2,9.7,271.7,1302.9,Rice
5.4,143.6,2.9,293.1,1302.9,Rice
5.7,120.0,8.5,281.5,1302.9,Rice
6.2,48.5,4.2,315.7,1302.9,Rice
5.3,88.3,4.8,281.6,1302.9,Rice
6.8,214.7,2.3,279.6,1302.9,Rice
5.8,140.4,5.3,280.2,1302.9,Rice
7.1,123.6,4.1,305.1,1302.9,Rice
6.2,84.1,4.9,295.0,1302.9,Rice
5.2,49.3,8.1,271.0,1302.9,Rice
5.7,155.9,5.4,303.8,1302.9,Rice
6.8,93.9,12.4,283.5,1302.9,Rice
5.4,182.8,4.2,304.4,1302.9,Rice
5.7,74.2,9.3,291.2,1302.9,Rice
5.4,99.3,11.3,299.0,1302.9,Rice
6.4,207.7,8.2,293.7,1302.9,Rice
5.4,86.8,10.5,278.9,1302.9,Rice
5.2,88.0,6.7,275.9,1302.9,Rice
6.7,225.1,4.7,302.3,1302.9,Rice
7.0,184.3,3.5,287.9,1302.9,Rice
5.2,96.0,7.0,289.4,1302.9,Rice
6.8,135.4,2.3,287.6,1302.9,Rice
5.3,136.3,10.5,271.7,1302.9,Rice
6.2,121.7,8.9,284.7,1302.9,Rice
6.7,117.9,5.0,303.8,1302.9,Rice
6.1,182.0,2.7,272.6,1302.9,Rice
6.7,44.1,4.0,297.2,1302.9,Rice
6.1,110.7,4.7,298.1,1302.9,Rice
6.4,225.0,3.5,273.9,1302.9,Rice
6.2,200.7,3.0,287.8,1302.9,Rice
5.6,207.1,4.3,303.6,1302.9,Rice
6.4,156.5,11.1,283.2,1302.9,Rice
7.2,151.2,10.7,299.1,1302.9,Rice
6.3,147.4,2.4,301.1,1302.9,Rice
5.6,167.4,4.5,276.8,1302.9,Rice
6.7,72.2,3.2,300.1,1302.9,Rice
5.6,131.7,11.5,313.7,1302.9,Rice
6.2,75.1,10.1,310.3,1302.9,Rice
6.6,224.9,12.6,286.5,1302.9,Rice
6.6,41.3,5.3,295.9,1302.9,Rice
5.5,173.3,7.6,300.4,1302.9,Rice
6.9,87.9,3.5,287.4,1302.9,Rice
5.8,194.2,8.8,289.6,1302.9,Rice
7.1,133.6,12.1,317.0,1302.9,Rice
5.2,130.1,4.3,314.3,1302.9,Rice
5.7,125.6,3.3,286.4,1302.9,Rice
5.2,77.4,5.3,316.4,1302.9,Rice
7.0,132.0,4.8,285.9,1302.9,Rice
5.4,110.6,10.5,290.4,1302.9,Rice
6.9,83.5,6.8,294.8,1302.9,Rice
6.9,150.1,12.4,296.9,1302.9,Rice
6.2,199.4,5.0,315.3,1302.9,Rice
6.9,55.9,2.2,302.9,1302.9,Rice
5.8,199.2,7.8,282.5,1302.9,Rice
5.3,137.4,2.7,286.8,1302.9,Rice
6.8,87.1,11.8,306.7,1302.9,Rice
5.9,186.8,2.9,312.3,1302.9,Rice
5.5,106.4,8.4,306.7,1302.9,Rice
5.1,78.0,7.1,315.0,1302.9,Rice
6.1,69.5,2.1,308.1,1302.9,Rice
6.9,209.3,10.4,297.4,1302.9,Rice
6.3,100.9,12.3,306.2,1302.9,Rice
5.5,208.8,7.7,295.9,1302.9,Rice
6.7,88.0,4.7,280.2,1302.9,Rice
5.7,206.9,11.7,309.7,1302.9,Rice
5.3,95.3,12.5,308.2,1302.9,Rice
6.5,68.1,3.9,291.8,1302.9,Rice
6.2,88.1,4.8,287.8,1302.9,Rice
5.5,229.4,12.3,280.7,1302.9,Rice
5.8,192.9,4.2,279.3,1302.9,Rice
7.2,209.7,4.9,279.2,1302.9,Rice
6.1,163.1,11.0,305.3,1302.9,Rice
6.6,227.5,9.1,294.2,1302.9,Rice
5.5,125.5,6.3,295.2,1302.9,Rice
7.1,140.7,2.8,308.1,1302.9,Rice
6.9,227.3,12.6,289.2,1302.9,Rice
5.2,111.9,2.6,296.8,1302.9,Rice
6.5,233.3,9.4,308.8,1302.9,Rice
6.8,143.3,10.3,288.0,1302.9,Rice
6.8,110.0,7.0,282.9,1302.9,Rice
5.7,139.4,12.7,281.6,1302.9,Rice
6.2,182.6,13.0,288.0,1302.9,Rice
6.4,147.5,11.7,274.4,1302.9,Rice
6.7,208.5,6.0,300.9,1302.9,Rice
6.0,118.0,2.9,289.1,1302.9,Rice
5.4,235.1,12.6,293.9,1302.9,Rice
7.0,137.1,4.9,279.7,1302.9,Rice
5.8,197.1,4.9,307.4,1302.9,Rice
7.0,83.4,4.2,283.3,1302.9,Rice
6.9,145.8,9.5,277.2,1302.9,Rice
5.7,143.0,9.5,289.9,1302.9,Rice
6.1,174.6,8.4,278.3,1302.9,Rice
5.9,55.7,3.2,289.0,1302.9,Rice
6.9,109.8,11.2,281.4,1302.9,Rice
5.8,120.6,7.2,287.5,1302.9,Rice
5.1,101.2,3.3,296.7,1302.9,Rice
6.7,210.6,12.1,305.6,1302.9,Rice
5.6,52.2,8.4,288.7,1302.9,Rice
6.4,226.6,4.4,278.4,1302.9,Rice
6.3,116.7,12.0,286.6,1302.9,Rice
5.5,210.6,7.7,297.3,1302.9,Rice
7.1,148.8,9.6,309.5,1302.9,Rice
6.4,211.6,9.2,309.3,1302.9,Rice
6.3,161.1,11.7,280.5,1302.9,Rice
7.0,175.1,4.1,293.4,1302.9,Rice
5.3,149.9,9.7,305.3,1302.9,Rice
5.4,129.4,3.8,275.5,1302.9,Rice
7.0,86.6,4.4,309.7,1302.9,Rice
5.2,225.0,10.6,292.5,1302.9,Rice
5.7,235.2,8.4,300.1,1302.9,Rice
6.9,53.5,2.9,299.3,1302.9,Rice
5.2,130.1,11.7,286.0,1302.9,Rice
6.1,224.1,8.1,297.8,1302.9,Rice
5.3,204.1,4.0,310.6,1302.9,Rice
7.2,189.2,2.2,311.8,1302.9,Rice
5.6,140.6,13.0,275.3,1302.9,Rice
5.9,54.4,10.3,278.8,1302.9,Rice
5.3,102.8,10.3,274.7,1302.9,Rice
6.7,229.2,2.3,291.7,1302.9,Rice
5.6,80.8,7.3,279.0,1302.9,Rice
6.3,157.3,4.4,306.0,1302.9,Rice
5.8,198.6,6.4,298.5,1302.9,Rice
7.1,141.0,4.5,315.4,1302.9,Rice
7.2,191.6,3.2,290.2,1302.9,Rice
6.3,185.0,8.2,277.1,1302.9,Rice
6.9,51.0,4.0,298.1,1302.9,Rice
7.0,143.9,10.5,305.4,1302.9,Rice
7.1,108.7,7.3,289.5,1302.9,Rice
5.9,65.9,8.6,305.5,1302.9,Rice
5.4,139.7,8.0,276.6,1302.9,Rice
6.2,46.4,2.3,293.1,1302.9,Rice
7.1,136.8,5.8,278.7,1302.9,Rice
5.7,164.8,8.9,277.7,1302.9,Rice
5.2,218.0,12.6,271.5,1302.9,Rice
5.3,221.8,6.9,272.7,1302.9,Rice
5.1,69.2,4.4,300.5,1302.9,Rice
6.1,189.5,12.0,283.2,1302.9,Rice
5.3,216.7,10.2,279.4,1302.9,Rice
6.2,135.9,4.9,276.4,1302.9,Rice
6.9,148.6,2.9,305.3,1302.9,Rice
5.6,116.8,4.3,314.4,1302.9,Rice
6.8,174.6,3.6,303.5,1302.9,Rice
5.3,178.8,11.5,313.6,1302.9,Rice
6.4,43.3,4.4,297.5,1302.9,Rice
6.3,124.9,9.6,298.2,1302.9,Rice
5.9,61.8,12.1,278.5,1302.9,Rice
5.9,42.8,11.6,315.3,1302.9,Rice
5.4,104.3,8.0,284.3,1302.9,Rice
6.0,138.9,8.5,291.3,1302.9,Rice
7.1,161.2,10.6,275.7,1302.9,Rice
7.0,216.8,4.5,291.5,1302.9,Rice
6.9,175.0,4.3,298.2,1302.9,Rice
7.1,85.7,9.3,275.8,1302.9,Rice
6.0,60.4,10.8,278.0,1302.9,Rice
5.8,146.6,5.7,285.0,1302.9,Rice
7.2,173.0,10.8,286.6,1302.9,Rice
6.4,200.8,10.9,283.3,1302.9,Rice
6.5,47.0,10.4,299.0,1302.9,Rice
6.5,71.5,6.7,316.7,1302.9,Rice
6.9,125.8,12.7,314.2,1302.9,Rice
5.1,132.5,5.5,293.9,1302.9,Rice
6.2,106.5,9.4,270.5,1302.9,Rice
5.9,156.9,12.9,284.0,1302.9,Rice
5.7,52.2,6.6,294.5,1302.9,Rice
5.3,147.3,3.5,278.2,1302.9,Rice
7.0,76.2,5.3,289.8,1302.9,Rice
7.1,170.1,7.7,317.1,1302.9,Rice
6.8,79.7,6.9,312.8,1302.9,Rice
6.8,157.1,2.7,317.2,1302.9,Rice
7.1,220.1,3.0,294.3,1302.9,Rice
6.2,231.6,2.2,311.7,1302.9,Rice
6.6,68.5,5.4,286.6,1302.9,Rice
6.9,74.0,5.1,300.4,1302.9,Rice
6.3,173.3,3.9,276.7,1302.9,Rice
5.2,136.9,3.6,307.6,1302.9,Rice
5.5,128.4,2.3,301.7,1302.9,Rice
6.5,59.3,4.1,306.4,1302.9,Rice
6.3,155.2,5.3,288.0,1302.9,Rice
5.7,102.8,4.4,308.0,1302.9,Rice
6.2,199.7,9.2,291.5,1302.9,Rice
5.8,183.5,7.3,300.4,1302.9,Rice
5.2,112.1,9.4,275.4,1302.9,Rice
6.5,229.0,11.3,303.9,1302.9,Rice
5.3,208.1,2.4,302.0,1302.9,Rice
6.4,166.6,9.8,299.4,1302.9,Rice
7.1,48.4,4.7,286.8,1302.9,Rice
7.0,77.7,6.0,311.7,1302.9,Rice
5.9,181.8,4.9,312.6,1302.9,Rice
6.3,42.2,3.6,298.5,1302.9,Rice
6.8,163.6,8.2,310.5,1302.9,Rice
7.1,185.9,3.4,270.8,1302.9,Rice
5.3,216.7,7.7,305.7,1302.9,Rice
6.7,156.8,8.9,310.1,1302.9,Rice
5.8,145.5,8.3,287.7,1302.9,Rice
5.7,231.2,2.4,308.4,1302.9,Rice
5.3,74.0,6.3,310.0,1302.9,Rice
5.9,134.1,7.6,296.3,1302.9,Rice
5.8,208.6,6.7,296.0,1302.9,Rice
6.1,72.1,7.6,291.0,1302.9,Rice
6.0,169.3,10.8,292.6,1302.9,Rice
7.0,72.2,12.1,294.8,1302.9,Rice
5.8,225.9,4.5,294.5,1302.9,Rice
6.2,106.4,5.6,290.0,1302.9,Rice
7.1,148.4,7.8,278.5,1302.9,Rice
7.1,168.5,12.0,293.6,1302.9,Rice
6.3,136.9,4.9,307.8,1302.9,Rice
6.4,157.2,3.2,277.9,1302.9,Rice
6.7,205.3,6.2,302.9,1302.9,Rice
6.7,216.8,11.2,276.4,1302.9,Rice
5.8,129.5,6.0,314.2,1302.9,Rice
5.8,211.1,3.9,292.3,1302.9,Rice
6.9,76.5,5.8,271.7,1302.9,Rice
7.2,117.4,8.9,306.1,1302.9,Rice
6.8,148.1,6.6,282.0,1302.9,Rice
6.1,204.8,4.5,297.7,1302.9,Rice
6.7,46.3,9.1,279.6,1302.9,Rice
5.4,124.3,4.7,308.1,1302.9,Rice
5.8,93.7,7.5,287.5,1302.9,Rice
6.4,189.1,4.9,305.4,1302.9,Rice
6.8,203.2,5.6,305.3,1302.9,Rice
7.0,217.1,12.1,284.3,1302.9,Rice
5.5,90.7,5.5,313.5,1302.9,Rice
5.8,170.3,9.0,272.4,1302.9,Rice
6.7,135.4,8.9,298.5,1302.9,Rice
5.6,116.5,4.8,287.6,1302.9,Rice
5.7,62.1,6.7,300.7,1302.9,Rice
5.8,155.3,12.2,314.2,1302.9,Rice
5.6,203.7,6.3,294.7,1302.9,Rice
5.1,95.2,10.5,279.8,1302.9,Rice
6.0,60.3,11.7,307.5,1302.9,Rice
5.3,227.4,5.0,274.6,1302.9,Rice
6.4,232.5,7.1,275.2,1302.9,Rice
7.0,231.0,9.3,270.5,1302.9,Rice
6.1,229.4,9.5,293.8,1302.9,Rice
5.2,166.0,7.0,278.4,1302.9,Rice
5.1,56.3,8.8,278.0,1302.9,Rice
5.6,99.5,13.0,275.5,1302.9,Rice
5.9,216.9,4.3,294.1,1302.9,Rice
6.7,48.9,7.7,297.9,1302.9,Rice
6.9,161.3,7.1,303.3,1302.9,Rice
6.4,141.0,8.7,288.0,1302.9,Rice
6.1,92.3,11.8,315.1,1302.9,Rice
6.9,171.9,8.6,289.7,1302.9,Rice
6.5,152.3,8.0,285.2,1302.9,Rice
5.2,53.1,5.1,303.9,1302.9,Rice
5.8,76.9,3.5,294.5,1302.9,Rice
7.0,72.4,12.0,301.8,1302.9,Rice
5.9,161.5,8.3,284.8,1302.9,Rice
7.1,76.5,3.8,311.6,1302.9,Rice
5.9,133.3,2.2,298.6,1302.9,Rice
5.7,218.7,5.1,279.9,1302.9,Rice
5.9,61.8,7.3,281.1,1302.9,Rice
5.9,52.4,12.5,307.0,1302.9,Rice
6.6,173.9,11.3,314.3,1302.9,Rice
6.3,201.9,2.9,272.4,1302.9,Rice
5.3,52.3,5.0,305.2,1302.9,Rice
5.2,94.3,4.7,287.4,1302.9,Rice
6.2,148.5,3.8,312.6,1302.9,Rice
6.4,176.8,3.0,282.8,1302.9,Rice
5.7,58.2,2.8,289.3,1302.9,Rice
6.4,223.7,7.1,305.4,1302.9,Rice
5.4,80.8,12.6,282.3,1302.9,Rice
5.3,123.7,5.3,279.3,1302.9,Rice
5.2,159.0,9.1,276.4,1302.9,Rice
5.5,195.3,3.5,310.4,1302.9,Rice
6.2,173.9,9.3,303.7,1302.9,Rice
6.1,176.0,10.1,310.9,1302.9,Rice
6.6,208.2,5.6,288.7,1302.9,Rice
5.4,142.2,2.9,292.7,1302.9,Rice
7.0,182.9,9.3,297.5,1302.9,Rice
5.8,82.3,8.8,285.9,1302.9,Rice
6.1,167.2,9.4,315.8,1302.9,Rice
5.6,138.6,5.0,305.1,1302.9,Rice
6.7,86.6,10.7,295.3,1302.9,Rice
5.5,128.8,8.6,297.3,1302.9,Rice
6.5,145.4,11.3,271.2,1302.9,Rice
6.5,232.9,10.6,270.6,1302.9,Rice
5.8,190.2,11.4,274.9,1302.9,Rice
5.8,159.9,6.4,278.5,1302.9,Rice
5.2,233.6,9.4,303.4,1302.9,Rice
5.4,65.9,7.1,305.8,1302.9,Rice
5.2,148.7,6.8,306.4,1302.9,Rice
7.2,148.5,4.3,302.2,1302.9,Rice
7.2,112.1,5.4,293.7,1302.9,Rice
6.3,164.1,8.8,273.6,1302.9,Rice
5.8,223.8,9.2,281.4,1302.9,Rice
5.3,44.9,4.8,289.3,1302.9,Rice
6.4,197.7,11.2,306.0,1302.9,Rice
6.9,203.3,9.1,290.9,1302.9,Rice
6.9,80.9,5.6,303.5,1302.9,Rice
5.9,182.5,10.7,282.9,1302.9,Rice
5.7,81.1,9.1,312.9,1302.9,Rice
6.5,186.2,11.1,293.9,1302.9,Rice
6.6,92.1,3.9,304.0,1302.9,Rice
5.8,98.3,9.7,310.5,1302.9,Rice
5.8,125.2,4.7,284.7,1302.9,Rice
6.2,209.9,4.8,273.1,1302.9,Rice
6.9,136.5,6.7,274.2,1302.9,Rice
5.6,154.5,5.5,286.3,1302.9,Rice
6.5,95.1,3.7,291.9,1302.9,Rice
7.2,196.3,7.2,305.2,1302.9,Rice
5.9,196.0,12.0,292.3,1302.9,Rice
6.5,209.7,9.9,308.6,1302.9,Rice
5.2,160.1,2.7,310.2,1302.9,Rice
5.9,129.5,6.9,279.9,1302.9,Rice
5.6,233.6,7.6,309.5,1302.9,Rice
6.7,46.7,11.7,317.5,1302.9,Rice
5.9,115.5,7.8,304.7,1302.9,Rice
6.3,158.3,5.3,312.4,1302.9,Rice
6.6,158.8,4.7,286.3,1302.9,Rice
5.7,180.7,4.0,287.8,1302.9,Rice
6.1,60.6,4.4,309.9,1302.9,Rice
5.3,47.0,2.7,283.1,1302.9,Rice
6.8,108.8,7.7,281.3,1302.9,Rice
5.4,100.0,2.5,276.1,1302.9,Rice
6.2,142.9,5.5,309.6,1302.9,Rice
6.2,176.5,2.6,299.7,1302.9,Rice
5.5,116.9,8.0,306.8,1302.9,Rice
5.8,69.6,3.8,285.8,1302.9,Rice
5.4,78.2,11.7,283.1,1302.9,Rice
6.4,225.8,11.1,296.1,1302.9,Rice
5.8,125.8,10.2,288.2,1302.9,Rice
7.1,116.5,2.7,273.9,1302.9,Rice
6.6,202.7,6.7,275.0,1302.9,Rice
5.8,213.6,12.8,302.7,1302.9,Rice
6.5,60.5,5.6,271.8,1302.9,Rice
7.1,143.2,11.1,295.2,1302.9,Rice
5.9,57.3,2.6,275.6,1302.9,Rice
7.0,103.2,4.0,315.9,1302.9,Rice
6.6,190.9,5.7,274.1,1302.9,Rice
6.7,133.2,7.0,315.5,1302.9,Rice
5.5,220.1,5.4,308.8,1302.9,Rice
5.6,145.8,4.8,291.2,1302.9,Rice
5.2,113.4,7.8,285.1,1302.9,Rice
5.6,126.8,11.0,288.5,1302.9,Rice
7.1,108.8,8.2,304.8,1302.9,Rice
6.7,77.3,11.1,297.8,1302.9,Rice
7.1,218.0,2.7,282.9,1302.9,Rice
6.9,70.6,11.0,276.4,1302.9,Rice
5.6,85.8,3.1,291.1,1302.9,Rice
6.0,202.0,11.3,277.8,1302.9,Rice
6.0,89.0,3.2,283.5,1302.9,Rice
6.3,77.7,2.7,296.5,1302.9,Rice
5.5,74.0,5.7,272.8,1302.9,Rice
6.8,213.3,12.4,278.0,1302.9,Rice
5.3,117.5,8.5,297.1,1302.9,Rice
5.8,140.0,6.5,292.9,1302.9,Rice
5.5,115.2,8.4,289.3,1302.9,Rice
6.5,218.2,5.0,314.4,1302.9,Rice
5.4,106.2,13.0,282.0,1302.9,Rice
6.0,100.4,2.9,271.8,1302.9,Rice
6.9,97.5,8.3,312.9,1302.9,Rice
7.2,177.1,4.4,272.2,1302.9,Rice
5.6,125.4,8.3,276.9,1302.9,Rice
7.1,149.5,5.4,276.0,1302.9,Rice
5.9,183.0,5.1,303.6,1302.9,Rice
6.2,57.1,6.2,278.8,1302.9,Rice
6.6,170.0,9.9,277.7,1302.9,Rice
6.8,112.3,7.1,271.2,1302.9,Rice
6.8,114.4,12.5,305.3,1302.9,Rice
7.0,171.0,6.2,284.1,1302.9,Rice
6.2,135.6,8.0,307.4,1302.9,Rice
6.0,134.7,9.5,300.1,1302.9,Rice
6.0,202.6,11.4,314.4,1302.9,Rice
5.1,171.3,10.5,296.1,1302.9,Rice
6.9,175.4,12.8,295.6,1302.9,Rice
5.9,176.4,8.9,297.5,1302.9,Rice
6.7,181.1,5.6,315.5,1302.9,Rice
5.4,59.0,2.3,284.2,1302.9,Rice
5.7,182.3,2.9,270.7,1302.9,Rice
6.6,69.3,4.5,287.3,1302.9,Rice
6.3,130.1,12.6,286.7,1302.9,Rice
5.2,156.0,6.2,278.3,1302.9,Rice
6.6,228.1,9.7,285.4,1302.9,Rice
5.3,131.1,2.6,292.5,1302.9,Rice
5.5,116.2,4.9,285.1,1302.9,Rice
5.4,99.1,6.7,278.2,1302.9,Rice
6.4,152.1,10.5,295.8,1302.9,Rice
6.9,119.0,4.4,292.6,1302.9,Rice
7.2,161.9,8.0,299.5,1302.9,Rice
5.4,119.4,10.9,300.7,1302.9,Rice
6.9,126.9,2.5,316.6,1302.9,Rice
5.7,213.0,10.7,296.9,1302.9,Rice
6.4,150.3,8.9,290.3,1302.9,Rice
6.3,173.0,12.1,287.9,1302.9,Rice
6.0,179.4,11.9,308.5,1302.9,Rice
5.1,137.3,7.5,313.1,1302.9,Rice
6.1,60.1,10.2,314.7,1302.9,Rice
5.6,44.2,5.7,304.8,1302.9,Rice
5.8,109.9,11.9,305.4,1302.9,Rice
6.9,101.8,12.7,317.5,1302.9,Rice
5.9,203.9,3.0,284.1,1302.9,Rice
5.7,191.2,8.2,297.6,1302.9,Rice
6.7,186.1,6.2,293.3,1302.9,Rice
5.5,228.4,3.8,309.9,1302.9,Rice
5.8,114.6,3.9,300.5,1302.9,Rice
6.4,116.9,4.6,291.6,1302.9,Rice
6.8,229.8,8.7,277.0,1302.9,Rice
5.2,46.2,3.2,288.5,1302.9,Rice
5.8,199.2,3.6,317.5,1302.9,Rice
6.5,192.5,2.1,315.1,1302.9,Rice
6.3,112.9,6.0,287.9,1302.9,Rice
7.1,55.8,6.5,313.2,1302.9,Rice
6.4,193.8,12.9,296.7,1302.9,Rice
6.4,185.1,3.9,315.6,1302.9,Rice
6.8,193.8,11.3,314.9,1302.9,Rice
6.4,61.0,4.5,286.6,1302.9,Rice
6.0,207.3,9.3,278.4,1302.9,Rice
6.5,234.1,3.2,311.1,1302.9,Rice
5.1,135.3,8.9,276.8,1302.9,Rice
7.0,197.0,7.5,300.6,1302.9,Rice
6.1,191.6,2.2,297.9,1302.9,Rice
5.3,43.4,8.1,270.6,1302.9,Rice
5.2,176.5,7.9,280.3,1302.9,Rice
6.0,218.6,9.1,295.9,1302.9,Rice
5.4,195.5,3.4,295.5,1302.9,Rice
5.5,222.4,9.6,293.2,1302.9,Rice
6.0,88.8,11.3,307.5,1302.9,Rice
5.7,101.7,7.6,302.3,1302.9,Rice
5.1,123.8,3.5,304.9,1302.9,Rice
5.5,89.5,11.8,306.9,1302.9,Rice
5.8,165.5,6.4,295.4,1302.9,Rice
6.6,75.3,5.8,291.0,1302.9,Rice
6.3,124.4,8.3,271.1,1302.9,Rice
5.5,67.1,8.1,310.5,1302.9,Rice
5.8,200.5,3.7,309.1,1302.9,Rice
5.8,217.0,5.6,280.2,1302.9,Rice
5.9,179.0,5.0,284.9,1302.9,Rice
7.1,155.3,9.9,316.3,1302.9,Rice
7.1,69.6,12.8,295.9,1302.9,Rice
5.7,59.0,9.4,271.1,1302.9,Rice
5.5,76.5,6.1,281.0,1302.9,Rice
6.2,219.5,10.0,289.5,1302.9,Rice
5.8,206.9,3.4,312.7,1302.9,Rice
7.1,73.5,4.1,289.8,1302.9,Rice
7.1,197.9,6.9,273.7,1302.9,Rice
5.3,224.0,2.9,280.9,1302.9,Rice
5.3,155.4,3.7,314.0,1302.9,Rice
7.0,221.9,11.4,297.4,1302.9,Rice
5.9,93.0,10.1,296.8,1302.9,Rice
5.1,55.4,7.8,282.5,1302.9,Rice
5.6,178.9,3.3,302.6,1302.9,Rice
6.0,212.3,9.3,273.8,1302.9,Rice
6.8,155.7,7.2,279.1,1302.9,Rice
6.3,131.5,11.1,287.0,1302.9,Rice
5.1,112.4,6.9,313.0,1302.9,Rice
5.4,120.1,7.3,286.0,1302.9,Rice
6.4,120.1,6.0,308.6,1302.9,Rice
6.8,231.9,3.8,313.8,1302.9,Rice
5.6,222.9,3.0,270.6,1302.9,Rice
6.3,56.8,2.6,273.7,1302.9,Rice
6.2,132.5,3.8,302.9,1302.9,Rice
5.6,198.1,12.9,279.8,1302.9,Rice
6.3,149.0,10.7,300.6,1302.9,Rice
6.2,65.0,5.4,287.8,1302.9,Rice
6.5,197.1,12.6,288.3,1302.9,Rice
5.9,141.9,6.7,293.9,1302.9,Rice
5.4,147.9,11.3,302.7,1302.9,Rice
7.1,153.5,11.0,279.6,1302.9,Rice
5.5,43.4,6.8,305.7,1302.9,Rice
6.7,64.5,8.0,310.6,1302.9,Rice
7.1,130.0,6.6,306.3,1302.9,Rice
6.3,107.3,4.1,283.6,1302.9,Rice
5.3,180.1,7.4,301.4,1302.9,Rice
7.0,202.6,3.1,310.8,1302.9,Rice
5.3,131.2,10.8,296.6,1302.9,Rice
6.7,163.8,8.2,281.1,1302.9,Rice
5.7,151.5,3.9,299.6,1302.9,Rice
5.4,113.9,3.1,313.0,1302.9,Rice
5.5,115.7,8.7,272.3,1302.9,Rice
5.9,225.8,7.3,315.8,1302.9,Rice
5.3,85.4,5.9,290.4,1302.9,Rice
6.0,204.9,3.2,286.0,1302.9,Rice
6.2,151.9,10.2,288.5,1302.9,Rice
6.1,93.5,9.2,296.4,1302.9,Rice
5.7,216.6,6.6,291.7,1302.9,Rice
6.4,127.3,3.2,270.3,1302.9,Rice
5.1,209.7,8.1,290.2,1302.9,Rice
5.6,122.9,9.6,289.4,1302.9,Rice
6.2,203.8,12.1,299.8,1302.9,Rice
6.4,64.8,3.9,299.6,1302.9,Rice
7.0,42.4,3.2,279.1,1302.9,Rice
5.7,226.2,3.6,271.5,1302.9,Rice
6.8,222.1,4.0,297.1,1302.9,Rice
5.8,84.5,8.7,274.8,1302.9,Rice
6.8,186.6,12.8,273.8,1302.9,Rice
5.4,215.8,10.6,292.4,1302.9,Rice
5.9,67.9,9.3,284.8,1302.9,Rice
7.2,98.2,2.7,276.6,1302.9,Rice
5.4,164.9,3.1,298.5,1302.9,Rice
5.4,90.7,7.3,291.2,1302.9,Rice
5.1,88.1,9.3,290.1,1302.9,Rice
6.1,224.3,7.2,274.9,1302.9,Rice
5.6,41.8,6.4,288.9,1302.9,Rice
7.2,194.6,10.1,289.2,1302.9,Rice
5.5,50.5,5.2,303.8,1302.9,Rice
5.9,45.8,9.1,290.5,1302.9,Rice
7.1,76.5,10.5,280.9,1302.9,Rice
6.1,67.9,3.1,305.3,1302.9,Rice
7.0,80.1,10.7,289.6,1302.9,Rice
5.3,180.5,10.0,291.0,1302.9,Rice
5.1,144.4,7.4,280.9,1302.9,Rice
5.3,92.8,4.5,306.1,1302.9,Rice
6.8,56.2,6.1,274.6,1302.9,Rice
5.4,201.9,11.0,286.3,1302.9,Rice
6.3,61.0,6.7,309.4,1302.9,Rice
6.9,201.6,5.4,312.5,1302.9,Rice
6.7,167.9,6.2,308.6,1302.9,Rice
6.4,41.6,6.0,283.5,1302.9,Rice
6.1,136.1,12.9,290.6,1302.9,Rice
5.6,141.1,2.8,301.6,1302.9,Rice
6.6,145.4,9.0,283.1,1302.9,Rice
6.1,192.1,7.8,290.5,1302.9,Rice
6.6,53.4,3.2,281.7,1302.9,Rice
5.6,143.1,5.4,296.2,1302.9,Rice
6.0,195.0,4.8,317.3,1302.9,Rice
6.9,123.1,3.3,291.1,1302.9,Rice
6.0,95.7,5.9,312.2,1302.9,Rice
6.1,74.8,11.9,284.5,1302.9,Rice
5.3,219.7,6.8,296.1,1302.9,Rice
5.8,200.2,4.7,274.9,1302.9,Rice
5.7,139.2,12.8,276.5,1302.9,Rice
7.1,151.0,10.3,296.0,1302.9,Rice
